title,link,summary,keywords
Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/,"Space radiation impairs human DNA repair, increasing mutation risk for astronauts.",space radiation; DNA repair; astronauts; mutations; health risks
Investigation of Spaceflight Induced Changes to Astronaut Microbiomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11988970/,"Microgravity induces imbalances in astronauts' gut microbiota, leading to disrupted liver and brain metabolism and function.",microgravity; astronauts; gut microbiota; liver; brain; metabolism; dysfunction; spaceflight.
Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754149/,"Sphingomonas strains isolated from the ISS produce indole-3-acetic acid and have genes for abiotic stress resistance, heavy metal resistance, and oxidative and osmotic stress resistance.",Sphingomonas; International Space Station; phytohormones; abiotic stress resistance; heavy metal resistance; oxidative stress resistance; space biomining; microbial production; in situ studies; self-sustainable life support systems.
"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8875396/,"Novel yeast strains Naganishia tulchinskyi, isolated from ISS, exhibit Titan-like cell morphology under microgravity and 5% CO2 conditions. They have distinct cellular differences, including larger cells, thicker cell walls, altered intracellular morphology, and modifications to extracellular fimbriae.",Naganishia; yeast; microgravity; ISS; Titan-like cells; cell morphology; cell walls; intracellular morphology; extracellular fimbriae; phylogenetic analysis; gene ontologies; microtubule motor activity; nuclear export signal receptor activity; cytoskeletal motor activity.
Metabolic modeling of the International Space Station microbiome reveals key microbial interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9258157/,"A computational approach reveals key metabolic interactions between microbes in the International Space Station microbiome, highlighting the importance of Klebsiella pneumoniae and its parasitic relationship with Aspergillus and Penicillium species.",microbiome; International Space Station; microbes; metabolic interactions; Klebsiella pneumoniae; Aspergillus; Penicillium; computational approach; spaceflight.
"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9503880/,"Film media provide comparable microbial counts to agar media in food items and built environments on Earth; however, fungal counts have lower correlation and species diversity analysis is needed for ISS samples.",film media; microbial counts; agar media; food items; built environments; International Space Station; R2 values; bacterial counts; fungal counts; species diversity.
Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9743659/,"Acinetobacter pittii adapts to the International Space Station environment, forming a distinct clade with increased antibiotic resistance and potential succession.",Acinetobacter pittii; International Space Station; microbial evolution; antibiotic resistance; genetics; space environment; human-built environments.
Characterization of metagenome-assembled genomes from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,"Researchers analyzed 46 metagenome-assembled genomes (MAGs) from International Space Station (ISS) samples, identifying 18 bacterial species and four fungal genomes. Phylogenetic analyses showed ISS-specific evolution, and genes related to cell membranes were enriched. Variations in antimicrobial resistance (AMR) and virulence genes were characterized, with the Enterobacter bugandensis MAG having the most prevalent AMR genes. Comparative analyses with related ISS isolates and type strains will help understand microbial evolution under microgravity.",metagenome-assembled genomes; International Space Station; microbial diversity; phylogenetic affiliation; predicted functional pathways; antimicrobial resistance; virulence characteristics; bacteria; fungi; spaceflight; evolution.
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,"A new bacterial strain, Cohnella hashimotonis, was isolated from the ISS and identified as a novel species within the genus Cohnella. It is closely related to C. rhizosphaerae and C. ginsengisoli but has distinct fatty acid profiles and metabolic capabilities.",Cohnella hashimotonis; International Space Station; bacterial isolation; novel species; phylogenetic analysis; genomic analysis; fatty acids; metabolic capabilities; Cohnella rhizosphaerae; Cohnella ginsengisoli.
Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715203/,"This study reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station, including Klebsiella quasipneumoniae ST138, which shows spatial and temporal persistence and genomic divergence. Isolates harbor mobile genetic elements with resistance genes and enhanced thermotolerance, potentially enabling adaptation to spaceflight conditions. A high-risk Klebsiella pneumoniae ST101 clone was identified with a hypervirulence-associated locus.",International Space Station; Klebsiella; pathogens; genomic analysis; emerging lineages; disinfectant resistance; thermotolerance; mobile genetic elements; spaceflight adaptation.
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,"Six unique strains of Gram-positive bacteria were isolated from the ISS, with whole genome sequencing revealing five novel species: Arthrobacter burdickii IIF3SC-B10T, Leifsonia virtsii F6_8S_P_1AT, Leifsonia williamsii F6_8S_P_1BT, Paenibacillus vandeheii F6_3S_P_1CT, and Sporosarcina highlanderae F6_3S_P_2T. These species contain an average of 46 genes linked to virulence, disease, and defense, with predicted functions including antibiotic resistance and intracellular resistance. Genomic analysis revealed roughly 16 cluster types across the six strains, including &#946;-lactone and T3PKS clusters.",bacteria; International Space Station; novel species; genome sequencing; antibiotic resistance; intracellular resistance; virulence; disease; defense; antibiotic clusters; T3PKS clusters; space habitats.
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,"Six unique strains of Gram-positive bacteria were isolated from the ISS, with whole genome sequencing revealing five novel species: Arthrobacter burdickii IIF3SC-B10T, Leifsonia virtsii F6_8S_P_1AT, Leifsonia williamsii F6_8S_P_1BT, Paenibacillus vandeheii F6_3S_P_1CT, and Sporosarcina highlanderae F6_3S_P_2T. These species contain an average of 46 genes linked to virulence, disease, and defense, with predicted functions including antibiotic resistance and intracellular resistance. Genomic analysis revealed roughly 16 cluster types across the six strains, including &#946;-lactone and T3PKS clusters.",bacteria; International Space Station; novel species; genome sequencing; antibiotic resistance; intracellular resistance; virulence; disease; defense; antibiotic clusters; T3PKS clusters; space habitats.
"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10960378/,"In the International Space Station (ISS), multidrug-resistant Enterobacter bugandensis strains have evolved unique genomic adaptations, contributing to their resistance and succession within the space environment.",Enterobacter bugandensis; multidrug-resistance; genomic adaptations; space environment; ISS; microbial interactions; metabolic modelling; preventive measures; health and safety.
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,"Six unique strains of Gram-positive bacteria were isolated from the ISS, with whole genome sequencing revealing five novel species: Arthrobacter burdickii IIF3SC-B10T, Leifsonia virtsii F6_8S_P_1AT, Leifsonia williamsii F6_8S_P_1BT, Paenibacillus vandeheii F6_3S_P_1CT, and Sporosarcina highlanderae F6_3S_P_2T. These species contain an average of 46 genes linked to virulence, disease, and defense, with predicted functions including antibiotic resistance and intracellular resistance. Genomic analysis revealed roughly 16 cluster types across the six strains, including &#946;-lactone and T3PKS clusters.",bacteria; International Space Station; novel species; genome sequencing; antibiotic resistance; intracellular resistance; virulence; disease; defense; antibiotic clusters; T3PKS clusters; space habitats.
